id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
12904,1967,Graduation,Together,66825.0,0,0,14.07.2013,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,3,11,0
12905,1990,Graduation,Married,35765.0,1,0,11.12.2013,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,3,11,0
12906,1972,2n Cycle,Together,50334.0,0,1,24.07.2013,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,3,11,0
12907,1975,Graduation,Married,76068.0,0,1,29.11.2012,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,3,11,0
12908,1983,Graduation,Together,28359.0,1,0,27.10.2013,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
12909,1969,Graduation,Divorced,69901.0,0,1,29.05.2013,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0
12910,1975,Graduation,Married,51948.0,0,1,17.09.2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0
12911,1963,PhD,Single,46757.0,0,1,16.11.2012,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0
12912,1973,2n Cycle,Married,,1,0,14.09.2012,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0
12913,1967,Graduation,Single,25930.0,1,1,10.10.2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0
12914,1975,Master,Married,47808.0,0,1,20.10.2013,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0
12915,1983,Graduation,Together,28359.0,1,0,27.10.2013,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
12916,1969,Graduation,Together,68695.0,0,0,25.06.2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0
12917,1965,Master,Single,69882.0,0,0,10.11.2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0
12918,1969,Graduation,Together,54165.0,0,0,28.05.2013,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0
12919,1966,Master,Together,33564.0,0,1,24.06.2014,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0
12920,1970,PhD,Married,38097.0,1,1,15.10.2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1
12921,1962,Master,Single,45183.0,0,0,20.01.2013,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0
12922,1976,Graduation,Married,61064.0,0,1,31.08.2012,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0
12923,1952,Master,Together,70545.0,0,1,03.06.2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0
12924,1952,Graduation,Single,44213.0,1,1,29.11.2013,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0
12925,1951,Graduation,Together,40689.0,0,1,18.03.2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0
12926,1958,Graduation,Together,66886.0,0,1,16.09.2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0
12927,1952,Graduation,Single,47139.0,1,1,06.03.2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1
12928,1952,Master,Single,8820.0,1,1,22.03.2013,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,3,11,0
12929,1974,Graduation,Married,67445.0,0,1,12.08.2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0
12930,1980,Graduation,Married,77353.0,0,1,16.12.2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0
12931,1954,PhD,Married,70421.0,0,1,28.06.2014,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0
12932,1977,Graduation,Single,35790.0,1,0,02.01.2013,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
12933,1970,2n Cycle,Married,62466.0,0,1,15.01.2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0
12934,1988,PhD,Married,67546.0,0,0,31.08.2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0
12935,1970,Graduation,Married,63684.0,0,1,26.11.2012,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,3,11,0
12936,1956,2n Cycle,Divorced,31395.0,1,1,23.03.2013,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0
12937,1974,Graduation,Married,44989.0,0,1,12.09.2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0
12938,1977,Master,Married,78710.0,0,1,23.05.2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0
12939,1983,Graduation,Together,36075.0,1,0,09.12.2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0
12940,1977,Graduation,Together,157146.0,0,0,29.04.2013,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,3,11,0
12941,1968,Master,Divorced,41335.0,1,0,26.12.2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0
12942,1986,Basic,Married,20425.0,1,0,29.10.2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
12943,1971,Graduation,Single,91700.0,0,0,17.01.2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1
12944,1949,Master,Married,48150.0,0,1,08.06.2013,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,3,11,0
12945,1977,Graduation,Married,42014.0,1,0,17.08.2012,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,3,11,1
12946,1991,Graduation,Married,42691.0,0,0,16.08.2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0
12947,1952,Basic,Together,13084.0,0,0,02.11.2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
12948,1976,Graduation,Married,65665.0,0,1,02.12.2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0
12949,1986,Graduation,Single,,1,0,20.02.2013,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0
12950,1966,Graduation,Divorced,67272.0,0,1,21.12.2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0
12951,1957,Graduation,Together,21994.0,0,1,24.12.2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0
12952,1995,2n Cycle,Single,83257.0,0,0,18.09.2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1
12953,1985,Graduation,Single,70596.0,0,0,05.10.2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0
12954,1960,PhD,Married,65695.0,0,1,31.01.2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0
12955,1959,PhD,Single,34554.0,0,1,30.03.2014,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0
12956,1985,Graduation,Married,55357.0,2,0,19.02.2013,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0
12957,1968,Graduation,Together,56534.0,0,1,23.07.2013,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1
12958,1972,Graduation,Married,30675.0,1,0,12.11.2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0
12959,1947,Graduation,Married,27469.0,0,0,02.08.2012,2,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,3,11,0
12960,1973,2n Cycle,Married,,1,0,14.09.2012,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0
12961,1981,Master,Single,36143.0,1,0,30.03.2014,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0
12962,1948,PhD,Together,46681.0,0,2,08.10.2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0
12963,1948,PhD,Together,66375.0,0,1,21.11.2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0
12964,1968,PhD,Divorced,42564.0,0,1,02.01.2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1
12965,1960,PhD,Single,76045.0,0,0,15.11.2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0
12966,1963,Master,Together,38620.0,0,0,11.05.2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0
12967,1949,Master,Widow,51529.0,0,1,07.09.2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0
12968,1965,Master,Together,45143.0,0,1,26.08.2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0
12969,1952,Graduation,Divorced,62335.0,0,1,23.05.2013,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0
12970,1965,PhD,Single,40637.0,1,1,17.07.2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0
12971,1981,Basic,Married,34445.0,0,0,27.01.2013,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,3,11,0
12972,1957,Graduation,Together,21994.0,0,1,24.12.2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0
12973,1970,Graduation,Together,53187.0,1,0,26.10.2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0
12974,1948,PhD,Married,56223.0,0,1,20.12.2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0
12975,1982,PhD,Together,70038.0,0,0,25.10.2013,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,3,11,0
12976,1977,Master,Married,78710.0,0,1,23.05.2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0
12977,1983,Graduation,Married,,1,0,15.11.2013,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
12978,1987,Graduation,Single,46923.0,1,0,22.08.2012,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0
12979,1979,Graduation,Single,61825.0,0,1,07.08.2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
12980,1975,Graduation,Married,48178.0,1,1,28.10.2012,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0
12981,1974,PhD,Single,31560.0,1,0,24.06.2013,98,62,1,20,4,0,7,2,2,1,3,8,0,0,0,0,0,0,3,11,0
12982,1978,Graduation,Married,28442.0,2,0,24.02.2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0
12983,1978,Graduation,Together,75437.0,0,0,09.11.2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0
12984,1976,Graduation,Divorced,12571.0,1,0,18.01.2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0
12985,1974,Graduation,Married,34421.0,1,0,01.07.2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0
12986,1953,Graduation,Widow,53653.0,0,0,07.11.2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0
12987,1979,Graduation,Single,61825.0,0,1,07.08.2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
12988,1975,PhD,Together,56559.0,0,1,25.12.2012,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,3,11,0
12989,1979,Graduation,Married,58025.0,0,1,26.11.2013,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,3,11,0
12990,1984,Graduation,Married,90000.0,0,0,23.12.2013,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0,3,11,0
12991,1983,Master,Married,27100.0,1,0,05.04.2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0
12992,1960,Graduation,Together,63381.0,0,1,05.10.2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0
12993,1980,Graduation,Single,28071.0,0,0,29.08.2012,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0
12994,1953,Graduation,Together,58398.0,0,0,14.05.2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0
12995,1964,Graduation,Married,60597.0,0,1,01.01.2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1
12996,1976,Master,Together,46106.0,1,1,11.05.2014,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,3,11,0
12997,1971,2n Cycle,Divorced,49118.0,0,0,18.08.2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1
12998,1981,Graduation,Divorced,56981.0,0,0,25.01.2014,91,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,0,3,11,0
12999,1960,PhD,Together,38201.0,0,1,29.03.2013,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,3,11,0
13000,1959,PhD,Married,36732.0,1,1,29.12.2013,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0
13001,1973,Graduation,Widow,42429.0,0,1,11.02.2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0
13002,1959,Master,Together,82576.0,0,0,01.08.2012,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0
13003,1986,Graduation,Together,34728.0,1,0,30.07.2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1
13004,1981,Master,Single,36143.0,1,0,30.03.2014,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0
13005,1974,Graduation,Married,67445.0,0,1,12.08.2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0
13006,1978,Graduation,Single,30168.0,1,0,07.03.2013,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0
13007,1965,Master,Single,55250.0,0,1,21.10.2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0
13008,1974,PhD,Divorced,25509.0,1,0,18.09.2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1
13009,1974,PhD,Divorced,25509.0,1,0,18.09.2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1
13010,1985,Graduation,Single,70596.0,0,0,05.10.2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0
13011,1981,2n Cycle,Married,35523.0,1,0,03.10.2013,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0
13012,1978,Graduation,Married,28442.0,2,0,24.02.2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0
13013,1976,Graduation,Together,50200.0,1,1,03.04.2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0
13014,1971,Master,Together,80573.0,0,0,14.10.2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0
13015,1991,Basic,Single,26868.0,1,0,30.04.2014,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
13016,1982,Graduation,Married,24711.0,0,0,18.04.2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0
13017,1978,PhD,Married,41014.0,1,0,22.04.2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
13018,1954,Master,Together,60033.0,0,1,29.03.2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0
13019,1970,Graduation,Married,28164.0,1,0,04.05.2013,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0
13020,1976,Graduation,Single,79941.0,0,0,28.06.2014,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0
13021,1989,PhD,Single,33996.0,0,0,11.09.2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0
13022,1963,Master,Together,38620.0,0,0,11.05.2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0
13023,1979,Master,Divorced,33462.0,1,0,07.08.2013,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0
13024,1967,PhD,Divorced,26642.0,1,0,01.03.2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
13025,1965,2n Cycle,Married,70924.0,0,0,07.04.2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0
13026,1979,Graduation,Single,47691.0,0,1,05.07.2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
13027,1955,Graduation,Married,50737.0,0,1,11.05.2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0
13028,1965,Master,Married,56962.0,2,1,11.10.2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0
13029,1945,PhD,Together,71604.0,0,0,17.11.2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1
13030,1959,PhD,Divorced,62859.0,0,1,30.12.2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0
13031,1992,Graduation,Together,75114.0,0,0,07.11.2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0
13032,1959,Graduation,Divorced,52332.0,0,0,28.08.2013,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0
13033,1987,PhD,Married,51563.0,0,0,01.10.2012,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0
13034,1966,Graduation,Together,43482.0,2,1,13.11.2013,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0
13035,1972,2n Cycle,Together,46344.0,0,1,14.12.2012,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0
13036,1961,Master,Married,80950.0,0,0,28.03.2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0
13037,1990,Graduation,Married,18929.0,0,0,16.02.2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0
13038,1954,Graduation,Together,53103.0,0,1,12.09.2013,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0
13039,1982,Graduation,Single,,1,0,17.06.2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
13040,1953,Graduation,Together,80812.0,0,0,17.09.2013,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0
13041,1978,2n Cycle,Married,12393.0,0,0,04.12.2012,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,3,11,0
13042,1968,PhD,Together,40706.0,2,1,17.01.2013,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0
13043,1967,Graduation,Single,25930.0,1,1,10.10.2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0
13044,1979,Master,Single,16653.0,1,0,18.04.2014,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1
13045,1958,Graduation,Married,81320.0,0,0,06.02.2013,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,3,11,0
13046,1975,PhD,Married,80427.0,0,1,12.09.2012,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0
13047,1951,Master,Together,39767.0,0,0,21.07.2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0
13048,1946,Master,Married,68657.0,0,0,20.02.2013,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0
13049,1970,PhD,Married,80336.0,0,0,09.09.2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0
13050,1971,Master,Married,49505.0,1,1,05.03.2013,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0
13051,1961,PhD,Together,32583.0,1,1,15.06.2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
13052,1974,Graduation,Together,47889.0,1,0,04.01.2014,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,3,11,0
13053,1972,PhD,Together,62220.0,0,1,11.08.2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1
13054,1979,Graduation,Together,77568.0,0,1,25.08.2012,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0
13055,1958,Master,Single,30523.0,2,1,01.07.2013,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
13056,1951,Graduation,Married,30833.0,1,1,16.07.2013,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0
13057,1944,Master,Widow,45006.0,0,0,18.07.2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0
13058,1977,Graduation,Married,31353.0,1,1,29.12.2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0
13059,1969,Graduation,Married,48752.0,1,1,12.12.2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1
13060,1963,Graduation,Single,49980.0,0,1,23.10.2013,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0
13061,1959,Graduation,Together,44911.0,0,1,15.03.2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0
13062,1964,Graduation,Married,75236.0,0,1,25.11.2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0
13063,1956,Graduation,Married,71391.0,0,1,29.03.2013,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0
13064,1976,2n Cycle,Together,26907.0,1,1,20.08.2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0
13065,1951,Graduation,Together,40689.0,0,1,18.03.2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0
13066,1989,Basic,Married,25443.0,1,0,22.12.2012,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0
13067,1972,PhD,Married,44325.0,0,1,07.03.2013,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,0,3,11,0
13068,1975,Graduation,Widow,58330.0,0,1,25.12.2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0
13069,1968,Graduation,Together,35322.0,1,2,22.08.2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0
13070,1952,Master,Together,40442.0,1,1,19.08.2012,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,3,11,1
13071,1982,Basic,Single,24367.0,1,0,20.03.2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0
13072,1976,2n Cycle,Together,36301.0,1,0,25.10.2013,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,3,11,0
13073,1970,Graduation,Single,22585.0,0,0,18.03.2013,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1
13074,1968,Graduation,Married,51287.0,1,1,01.04.2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0
13075,1964,2n Cycle,Divorced,41713.0,1,1,29.04.2014,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,3,11,0
13076,1978,Graduation,Together,16531.0,1,0,18.06.2014,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,3,11,0
13077,1953,Graduation,Single,40464.0,0,1,11.01.2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0
13078,1952,Master,Divorced,59354.0,1,1,15.11.2013,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0
13079,1951,Master,Single,58217.0,2,1,17.11.2012,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0
13080,1965,Graduation,Together,71613.0,0,0,21.08.2013,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,3,11,0
13081,1948,Graduation,Single,90842.0,0,0,29.07.2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0
13082,1980,2n Cycle,Together,25130.0,1,0,02.10.2013,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0
13083,1948,PhD,Married,34469.0,1,1,04.05.2014,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0
13084,1950,PhD,Divorced,42873.0,1,1,21.01.2013,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0
13085,1965,Graduation,Together,75276.0,0,0,27.09.2012,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0
13086,1988,Graduation,Married,24645.0,1,0,01.11.2012,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
13087,1971,Master,Divorced,74290.0,0,1,12.08.2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0
13088,1960,Master,Together,83151.0,0,0,10.10.2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0
13089,1973,Master,Together,,0,0,23.11.2013,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0
13090,1973,Master,Married,60432.0,0,1,09.03.2014,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,3,11,0
13091,1974,Graduation,Married,44989.0,0,1,12.09.2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0
13092,1947,PhD,Married,67472.0,0,1,28.09.2013,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0
13093,1990,Graduation,Married,18351.0,0,0,29.10.2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0
13094,1988,Graduation,Married,24645.0,1,0,01.11.2012,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
13095,1962,PhD,Married,54693.0,0,1,17.02.2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0
