campaign_id,stat_date,impressions,clicks,conversions,spend_daily,device_type
308,2025-01-28,15903,1044,78,14532.92,Tablet
308,2025-01-29,6234,436,33,7492.7,Tablet
308,2025-01-30,14320,867,64,8487.91,Desktop
309,2025-01-01,18765,1034,75,6253.25,Tablet
309,2025-01-02,15050,325,28,5161.73,Mobile
309,2025-01-03,13303,412,35,2128.42,Tablet
309,2025-01-04,7194,530,32,9629.62,Mobile
309,2025-01-05,6777,299,58,1788.18,Mobile
309,2025-01-06,17944,888,100,12695.96,Desktop
309,2025-01-07,19252,1417,148,23421.91,Tablet
309,2025-01-08,11542,483,95,5698.25,Mobile
309,2025-01-09,14060,987,132,9944.57,Desktop
309,2025-01-10,13041,943,64,8551.63,Tablet
309,2025-01-11,18252,1165,90,12938.06,Desktop
309,2025-01-12,6677,138,10,1300.07,Tablet
309,2025-01-13,5268,340,27,3935.7,Tablet
309,2025-01-14,10838,765,147,14680.88,Mobile
309,2025-01-15,13500,425,58,5489.61,Desktop
309,2025-01-16,14545,789,125,4156.14,Tablet
309,2025-01-17,12419,672,73,10309.77,Desktop
309,2025-01-18,16975,1241,162,13612.09,Desktop
309,2025-01-19,13203,882,92,8082.12,Desktop
309,2025-01-20,5893,251,25,2352.81,Tablet
309,2025-01-21,17218,1313,245,18202.49,Desktop
309,2025-01-22,13602,544,84,7785.17,Tablet
309,2025-01-23,9433,596,59,9268.79,Desktop
309,2025-01-24,11780,595,56,9543.84,Desktop
309,2025-01-25,15954,877,154,5218.78,Mobile
309,2025-01-26,8953,388,40,7407.57,Tablet
309,2025-01-27,15546,1164,88,9150.4,Tablet
309,2025-01-28,11299,691,115,11542.41,Tablet
309,2025-01-29,19135,1091,124,16996.15,Desktop
309,2025-01-30,5121,152,17,1223.82,Mobile
310,2025-01-01,15259,1211,136,14841.29,Desktop
310,2025-01-02,16315,601,104,6481.0,Desktop
310,2025-01-03,11731,754,80,6410.36,Mobile
310,2025-01-04,6074,314,59,5158.5,Mobile
310,2025-01-05,12222,617,100,8154.01,Tablet
310,2025-01-06,8672,491,52,3868.81,Desktop
310,2025-01-07,9883,362,24,6909.38,Mobile
310,2025-01-08,11390,669,107,9230.0,Mobile
310,2025-01-09,7850,379,39,6875.81,Mobile
310,2025-01-10,9667,204,13,1563.87,Desktop
310,2025-01-11,15986,1276,231,19869.37,Mobile
310,2025-01-12,17330,792,126,4862.02,Mobile
310,2025-01-13,19448,889,130,17672.05,Desktop
310,2025-01-14,6242,192,35,1603.83,Mobile
310,2025-01-15,6793,343,31,3817.78,Mobile
310,2025-01-16,17322,891,140,17260.07,Mobile
310,2025-01-17,8559,251,45,4287.22,Tablet
310,2025-01-18,12239,610,77,12122.36,Desktop
310,2025-01-19,18415,1135,119,18821.66,Tablet
310,2025-01-20,13763,706,71,7764.03,Tablet
310,2025-01-21,14394,569,78,6415.4,Tablet
310,2025-01-22,19519,1103,176,9744.07,Tablet
310,2025-01-23,12223,868,96,16803.96,Mobile
310,2025-01-24,14634,882,150,9994.4,Desktop
310,2025-01-25,8210,205,35,3588.76,Desktop
310,2025-01-26,13200,451,50,4316.47,Tablet
310,2025-01-27,13892,553,38,8538.27,Mobile
310,2025-01-28,12219,678,84,6310.72,Desktop
310,2025-01-29,12220,888,123,15090.47,Tablet
310,2025-01-30,19291,1191,186,18433.99,Tablet
311,2025-01-01,10299,641,52,7357.74,Desktop
311,2025-01-02,9810,334,20,4652.28,Mobile
311,2025-01-03,16680,1159,138,21884.79,Mobile
311,2025-01-04,18488,978,187,6547.52,Desktop
311,2025-01-05,12098,328,50,3907.57,Desktop
311,2025-01-06,8769,624,33,6447.29,Tablet
311,2025-01-07,16667,742,114,5682.52,Tablet
311,2025-01-08,19962,1322,161,12167.14,Tablet
311,2025-01-09,11622,273,39,1797.72,Mobile
311,2025-01-10,12935,379,45,6551.28,Tablet
311,2025-01-11,18050,659,129,11233.52,Tablet
311,2025-01-12,8086,383,27,5799.13,Tablet
311,2025-01-13,15235,490,93,2742.65,Mobile
311,2025-01-14,19589,516,87,7741.49,Tablet
311,2025-01-15,15136,366,37,6030.16,Tablet
311,2025-01-16,18796,591,65,4206.18,Tablet
311,2025-01-17,17568,1384,71,24926.3,Tablet
311,2025-01-18,12315,494,49,8423.7,Tablet
311,2025-01-19,8789,200,34,3588.94,Tablet
311,2025-01-20,13578,371,26,6302.46,Desktop
311,2025-01-21,19680,706,39,11113.14,Tablet
311,2025-01-22,5099,403,21,4400.74,Mobile
311,2025-01-23,17054,701,56,3592.69,Mobile
311,2025-01-24,7767,589,83,8091.72,Mobile
311,2025-01-25,6120,444,42,2846.39,Mobile
311,2025-01-26,11978,874,73,10679.66,Tablet
311,2025-01-27,10623,713,89,13631.52,Tablet
311,2025-01-28,15770,337,57,4533.83,Desktop
311,2025-01-29,17358,463,67,5114.71,Tablet
311,2025-01-30,10151,602,112,11741.12,Tablet
312,2025-01-01,14883,797,104,5759.84,Tablet
312,2025-01-02,15294,344,51,4912.93,Desktop
312,2025-01-03,19418,450,38,7532.78,Tablet
312,2025-01-04,12028,482,92,5668.53,Tablet
312,2025-01-05,11485,538,80,6848.42,Tablet
312,2025-01-06,14639,491,39,6384.4,Mobile
312,2025-01-07,13873,841,79,9074.16,Mobile
312,2025-01-08,18815,409,45,6309.43,Desktop
312,2025-01-09,12804,616,105,8858.78,Tablet
312,2025-01-10,10767,829,104,6138.3,Mobile
312,2025-01-11,5016,304,21,3269.23,Mobile
312,2025-01-12,15933,1093,215,5834.6,Mobile
312,2025-01-13,13865,1061,204,20361.27,Mobile
312,2025-01-14,10180,271,14,2883.31,Mobile
312,2025-01-15,10343,444,64,8172.29,Mobile
312,2025-01-16,9601,757,148,11189.28,Mobile
312,2025-01-17,11055,793,124,5763.41,Tablet
312,2025-01-18,12698,755,63,4321.71,Mobile
312,2025-01-19,18744,1484,113,25299.75,Mobile
312,2025-01-20,13024,454,48,4274.04,Desktop
312,2025-01-21,17373,385,73,6629.51,Mobile
312,2025-01-22,19855,695,53,10560.84,Mobile
312,2025-01-23,18585,470,73,3927.73,Mobile
312,2025-01-24,9408,310,49,6033.37,Desktop
312,2025-01-25,16762,1284,172,8683.93,Tablet
312,2025-01-26,5547,239,26,2691.88,Desktop
312,2025-01-27,19538,1029,83,11416.73,Tablet
312,2025-01-28,8696,503,79,9719.44,Mobile
312,2025-01-29,17146,462,86,3759.7,Tablet
312,2025-01-30,7815,584,47,7021.82,Tablet
313,2025-01-01,16629,621,88,5379.91,Mobile
313,2025-01-02,13205,657,60,9784.07,Tablet
313,2025-01-03,8098,536,88,9459.45,Desktop
313,2025-01-04,16744,912,155,12268.02,Tablet
313,2025-01-05,8778,632,99,11718.06,Mobile
313,2025-01-06,10146,275,50,3833.2,Desktop
313,2025-01-07,9014,417,23,6833.95,Desktop
313,2025-01-08,18300,981,144,16989.85,Desktop
313,2025-01-09,19964,1370,80,24601.44,Tablet
313,2025-01-10,19660,1185,219,22773.64,Desktop
313,2025-01-11,19053,1254,124,18174.52,Tablet
313,2025-01-12,8428,215,15,3388.7,Tablet
313,2025-01-13,6855,496,60,3878.8,Desktop
313,2025-01-14,11866,596,94,10886.65,Tablet
313,2025-01-15,5736,387,68,6900.07,Mobile
313,2025-01-16,11103,439,24,4477.43,Desktop
313,2025-01-17,16656,924,176,10971.72,Mobile
313,2025-01-18,9099,249,15,1830.89,Desktop
313,2025-01-19,11901,423,23,7694.05,Mobile
313,2025-01-20,19628,1001,98,17865.61,Tablet
313,2025-01-21,12739,561,79,7503.89,Mobile
313,2025-01-22,18967,1228,91,16165.17,Desktop
313,2025-01-23,5764,187,12,1638.35,Mobile
313,2025-01-24,14830,304,18,3043.76,Tablet
313,2025-01-25,8565,312,36,3860.68,Desktop
313,2025-01-26,11846,576,52,9230.63,Mobile
313,2025-01-27,10467,358,36,2812.97,Desktop
313,2025-01-28,12607,608,93,3779.46,Desktop
313,2025-01-29,13804,682,124,4174.91,Desktop
313,2025-01-30,7801,169,10,2001.7,Desktop
314,2025-01-01,15810,476,31,5375.0,Tablet
314,2025-01-02,16176,775,146,10837.75,Tablet
314,2025-01-03,14726,1156,97,10085.2,Desktop
314,2025-01-04,13773,830,158,10996.67,Desktop
314,2025-01-05,18132,910,161,15537.55,Tablet
314,2025-01-06,19249,1032,90,6725.31,Mobile
314,2025-01-07,19697,1007,179,8591.18,Mobile
314,2025-01-08,8045,305,31,2217.25,Mobile
314,2025-01-09,10610,558,94,7563.36,Mobile
314,2025-01-10,12542,723,76,6591.6,Desktop
314,2025-01-11,10868,304,36,2465.82,Tablet
314,2025-01-12,16879,939,123,17041.83,Desktop
314,2025-01-13,11761,811,107,4123.94,Tablet
314,2025-01-14,16564,811,82,5534.93,Mobile
314,2025-01-15,9248,297,21,5309.73,Desktop
314,2025-01-16,8512,405,25,4085.23,Mobile
314,2025-01-17,15786,559,34,7684.92,Mobile
314,2025-01-18,18766,1162,132,22978.26,Mobile
314,2025-01-19,16348,1205,79,22305.5,Mobile
314,2025-01-20,19190,1102,161,11980.24,Mobile
314,2025-01-21,19629,1081,197,17542.72,Tablet
314,2025-01-22,18863,1298,85,24683.13,Desktop
314,2025-01-23,13482,997,94,12340.67,Desktop
314,2025-01-24,8389,594,68,6357.27,Desktop
314,2025-01-25,16333,975,128,8100.24,Mobile
314,2025-01-26,10119,762,117,9142.52,Mobile
314,2025-01-27,18969,613,34,10199.22,Tablet
314,2025-01-28,17154,1095,133,18572.6,Desktop
314,2025-01-29,7608,595,117,6423.79,Desktop
314,2025-01-30,9524,533,85,3603.53,Mobile
315,2025-01-01,16597,627,67,11157.24,Tablet
315,2025-01-02,18428,608,89,10600.53,Mobile
315,2025-01-03,7248,278,30,3768.79,Tablet
315,2025-01-04,5117,212,32,2388.51,Tablet
315,2025-01-05,17087,1248,124,13945.14,Tablet
315,2025-01-06,15329,1117,205,11026.27,Desktop
315,2025-01-07,16922,1253,77,19890.55,Mobile
315,2025-01-08,12352,723,65,13419.46,Mobile
315,2025-01-09,9528,677,104,12823.02,Mobile
315,2025-01-10,16612,533,33,9713.24,Tablet
315,2025-01-11,19771,738,56,7054.45,Desktop
315,2025-01-12,8686,304,54,1565.26,Mobile
315,2025-01-13,15187,939,151,12657.31,Tablet
315,2025-01-14,7331,579,29,6262.8,Desktop
315,2025-01-15,14612,497,33,4564.93,Mobile
315,2025-01-16,9933,516,55,4177.01,Tablet
315,2025-01-17,19407,1405,218,21731.87,Desktop
315,2025-01-18,16336,735,92,6062.52,Mobile
315,2025-01-19,13775,474,45,4313.07,Mobile
315,2025-01-20,6805,303,51,1798.26,Mobile
315,2025-01-21,6473,433,50,5098.47,Tablet
315,2025-01-22,6261,227,24,4058.4,Tablet
315,2025-01-23,12401,701,127,10044.38,Desktop
315,2025-01-24,7957,381,25,5958.62,Desktop
315,2025-01-25,10673,660,52,5191.25,Tablet
315,2025-01-26,15814,673,93,4546.48,Desktop
315,2025-01-27,9559,334,49,3489.09,Desktop
315,2025-01-28,6577,407,69,4813.01,Desktop
315,2025-01-29,15775,431,61,8479.8,Tablet
315,2025-01-30,18714,1357,243,12510.88,Tablet
316,2025-01-01,18297,676,115,10341.36,Desktop
316,2025-01-02,8111,469,42,8586.66,Mobile
316,2025-01-03,7893,410,26,4401.19,Desktop
316,2025-01-04,15062,614,33,3092.23,Tablet
316,2025-01-05,18140,792,147,9774.32,Tablet
316,2025-01-06,7247,338,51,3078.65,Mobile
316,2025-01-07,9854,340,28,2264.69,Tablet
316,2025-01-08,16825,939,131,11294.38,Tablet
316,2025-01-09,9134,306,35,1755.26,Tablet
316,2025-01-10,18813,971,50,15618.67,Tablet
316,2025-01-11,13626,630,34,11680.17,Mobile
316,2025-01-12,6449,179,35,1574.98,Desktop
316,2025-01-13,9067,580,32,7593.9,Mobile
316,2025-01-14,6517,489,54,5025.48,Desktop
316,2025-01-15,10436,670,82,7321.98,Desktop
316,2025-01-16,14799,717,127,3870.55,Tablet
316,2025-01-17,12841,819,84,7223.14,Desktop
316,2025-01-18,17124,962,185,10254.85,Desktop
316,2025-01-19,10338,657,117,7542.83,Tablet
316,2025-01-20,5494,270,26,3911.39,Mobile
316,2025-01-21,5850,153,12,1677.08,Tablet
316,2025-01-22,13067,660,63,4737.63,Desktop
316,2025-01-23,6170,210,14,2199.48,Desktop
316,2025-01-24,10469,636,122,4644.02,Tablet
316,2025-01-25,5038,283,18,3989.26,Tablet
316,2025-01-26,7983,525,102,8366.0,Desktop
316,2025-01-27,15060,818,59,6344.58,Tablet
316,2025-01-28,13829,806,152,12064.74,Mobile
316,2025-01-29,17220,1368,238,12070.46,Mobile
316,2025-01-30,17401,1183,185,14171.53,Desktop
317,2025-01-01,10788,736,113,13406.46,Mobile
317,2025-01-02,9453,464,83,3377.64,Tablet
317,2025-01-03,13367,806,114,4589.38,Desktop
317,2025-01-04,18769,524,77,8275.83,Mobile
317,2025-01-05,11811,805,86,6787.29,Mobile
317,2025-01-06,12001,689,137,13601.38,Mobile
317,2025-01-07,8850,178,27,1304.2,Tablet
317,2025-01-08,6002,189,13,1355.33,Desktop
317,2025-01-09,9435,579,30,6719.38,Desktop
317,2025-01-10,6948,453,56,8597.96,Desktop
317,2025-01-11,8007,564,97,6538.32,Mobile
317,2025-01-12,9691,510,45,8211.6,Tablet
317,2025-01-13,6864,158,15,1187.3,Tablet
317,2025-01-14,11765,804,83,13009.94,Mobile
317,2025-01-15,12891,614,107,3322.9,Mobile
317,2025-01-16,18304,1014,144,12908.66,Tablet
317,2025-01-17,15661,925,131,13346.52,Mobile
317,2025-01-18,18838,1476,172,8401.05,Mobile
317,2025-01-19,14312,1132,198,7365.13,Mobile
317,2025-01-20,17964,972,186,10677.73,Desktop
317,2025-01-21,6051,146,20,1406.95,Desktop
317,2025-01-22,12398,856,112,8446.72,Desktop
317,2025-01-23,12129,876,56,14089.8,Mobile
317,2025-01-24,12354,936,166,11365.56,Tablet
317,2025-01-25,18109,507,97,8060.78,Desktop
317,2025-01-26,17411,379,21,7320.73,Desktop
317,2025-01-27,7292,216,31,4157.15,Mobile
317,2025-01-28,11011,279,33,3087.2,Tablet
317,2025-01-29,9516,447,45,2682.2,Mobile
317,2025-01-30,5621,428,44,8507.99,Mobile
318,2025-01-01,18650,1132,209,12104.92,Desktop
318,2025-01-02,6378,243,14,1383.44,Tablet
318,2025-01-03,19967,1519,147,14752.0,Mobile
318,2025-01-04,18769,1403,196,13921.08,Desktop
318,2025-01-05,17356,564,56,4791.84,Mobile
318,2025-01-06,7733,413,29,7861.33,Mobile
318,2025-01-07,16671,1152,184,19291.24,Tablet
318,2025-01-08,14782,1149,81,16006.99,Desktop
318,2025-01-09,13298,980,106,18963.06,Desktop
318,2025-01-10,11454,568,37,2935.22,Mobile
318,2025-01-11,16519,1006,75,18182.15,Tablet
318,2025-01-12,19594,1243,188,12082.5,Desktop
318,2025-01-13,6151,330,26,1796.78,Tablet
318,2025-01-14,14953,726,125,7293.12,Mobile
318,2025-01-15,7521,371,48,6953.76,Desktop
318,2025-01-16,16745,360,48,6642.99,Desktop
318,2025-01-17,5840,298,19,2801.98,Mobile
318,2025-01-18,5549,344,58,2560.27,Tablet
318,2025-01-19,15661,604,89,6317.84,Tablet
318,2025-01-20,9976,376,42,5668.94,Desktop
318,2025-01-21,16157,631,91,12124.72,Desktop
318,2025-01-22,15472,506,72,8779.63,Mobile
318,2025-01-23,12150,341,27,6725.19,Mobile
318,2025-01-24,12508,738,85,12924.12,Tablet
318,2025-01-25,11736,879,134,17469.79,Desktop
318,2025-01-26,5207,186,36,2951.27,Tablet
318,2025-01-27,10015,671,96,10447.08,Desktop
318,2025-01-28,12534,965,135,17422.61,Desktop
318,2025-01-29,10358,749,115,12994.62,Tablet
318,2025-01-30,17074,807,78,10452.91,Desktop
319,2025-01-01,19049,1429,222,28408.39,Desktop
319,2025-01-02,16331,801,121,12878.43,Desktop
319,2025-01-03,16462,940,89,17062.94,Desktop
319,2025-01-04,6128,475,69,5165.32,Tablet
319,2025-01-05,19075,697,61,6554.95,Tablet
319,2025-01-06,10029,776,61,6217.96,Desktop
319,2025-01-07,7902,282,18,3292.57,Tablet
319,2025-01-08,5659,163,23,3219.13,Mobile
319,2025-01-09,8788,381,41,4901.67,Mobile
319,2025-01-10,6363,340,25,1950.48,Tablet
319,2025-01-11,10347,670,43,5153.51,Desktop
319,2025-01-12,13255,952,153,16057.87,Desktop
319,2025-01-13,11549,392,57,6695.15,Mobile
319,2025-01-14,11682,320,55,2681.81,Mobile
319,2025-01-15,14730,640,34,12783.65,Mobile
319,2025-01-16,16081,464,69,4912.68,Tablet
319,2025-01-17,6002,203,18,2931.08,Mobile
319,2025-01-18,15907,1088,137,19256.97,Mobile
319,2025-01-19,14667,1118,65,10148.06,Tablet
319,2025-01-20,16346,386,31,3907.51,Tablet
319,2025-01-21,11793,852,103,6601.2,Tablet
319,2025-01-22,7711,220,40,3129.57,Desktop
319,2025-01-23,16305,1266,66,13623.8,Desktop
319,2025-01-24,15025,503,67,5230.4,Mobile
319,2025-01-25,10818,286,15,4573.57,Tablet
319,2025-01-26,7010,504,30,6893.11,Desktop
319,2025-01-27,14434,967,144,18616.85,Mobile
319,2025-01-28,12000,522,88,8636.68,Desktop
319,2025-01-29,10534,496,99,6821.57,Mobile
319,2025-01-30,19197,941,119,8546.97,Desktop
320,2025-01-01,13877,494,69,5950.93,Mobile
320,2025-01-02,16599,894,51,7819.93,Tablet
320,2025-01-03,18795,789,152,10982.1,Mobile
320,2025-01-04,7559,227,20,3068.84,Desktop
320,2025-01-05,6378,442,48,5715.95,Desktop
320,2025-01-06,6903,331,25,2672.92,Desktop
320,2025-01-07,13845,672,40,9523.72,Mobile
320,2025-01-08,17963,836,85,9740.91,Mobile
320,2025-01-09,14682,1149,199,14224.19,Mobile
320,2025-01-10,15821,1113,86,15405.97,Desktop
320,2025-01-11,13053,901,167,10355.69,Desktop
320,2025-01-12,8009,513,73,10166.35,Desktop
320,2025-01-13,11189,772,87,11788.33,Tablet
320,2025-01-14,10806,579,69,3857.87,Tablet
320,2025-01-15,11577,397,66,5553.71,Desktop
320,2025-01-16,16634,671,58,7509.44,Mobile
320,2025-01-17,19678,627,104,5615.07,Desktop
320,2025-01-18,9639,334,17,2265.95,Mobile
320,2025-01-19,15105,1176,155,8768.39,Mobile
320,2025-01-20,11038,368,28,1972.74,Desktop
320,2025-01-21,10231,607,82,4641.83,Desktop
320,2025-01-22,5872,374,24,2861.25,Mobile
320,2025-01-23,17915,840,60,6552.05,Desktop
320,2025-01-24,9093,684,85,9574.38,Tablet
320,2025-01-25,9172,382,65,5350.93,Mobile
320,2025-01-26,13654,671,82,8933.38,Mobile
320,2025-01-27,6884,537,52,8462.96,Desktop
320,2025-01-28,11386,614,51,7648.85,Desktop
320,2025-01-29,9930,360,38,3026.47,Mobile
320,2025-01-30,7802,567,103,8222.56,Mobile
321,2025-01-01,10022,532,62,6435.01,Desktop
321,2025-01-02,19241,883,130,7712.7,Desktop
321,2025-01-03,18386,428,78,4186.88,Tablet
321,2025-01-04,14255,829,94,9957.41,Tablet
321,2025-01-05,18127,622,100,5488.76,Desktop
321,2025-01-06,11826,774,136,3971.43,Tablet
321,2025-01-07,7794,462,56,3062.83,Tablet
321,2025-01-08,9852,685,73,4258.7,Mobile
321,2025-01-09,14787,1065,54,15302.09,Tablet
321,2025-01-10,18425,561,60,5807.9,Mobile
321,2025-01-11,13714,1067,170,10743.49,Mobile
321,2025-01-12,13049,433,27,3885.61,Desktop
321,2025-01-13,19610,839,107,11371.29,Tablet
321,2025-01-14,15068,742,51,5739.25,Tablet
321,2025-01-15,14534,756,83,13350.81,Tablet
321,2025-01-16,7350,415,71,5250.6,Desktop
321,2025-01-17,19116,1341,223,15386.78,Desktop
321,2025-01-18,18005,885,150,8054.93,Tablet
321,2025-01-19,14074,851,98,16079.16,Tablet
321,2025-01-20,9193,604,84,8554.79,Desktop
321,2025-01-21,19592,473,50,2841.87,Tablet
321,2025-01-22,15165,1149,72,17494.87,Desktop
321,2025-01-23,5091,398,28,5190.07,Mobile
321,2025-01-24,14428,465,80,2957.42,Mobile
321,2025-01-25,9404,517,97,8195.17,Tablet
321,2025-01-26,19640,508,56,9876.11,Desktop
321,2025-01-27,19363,1291,102,6492.84,Mobile
321,2025-01-28,6300,326,53,1967.91,Tablet
321,2025-01-29,14850,1135,192,22544.62,Mobile
321,2025-01-30,6854,442,60,7503.62,Tablet
322,2025-01-01,19206,1412,186,21849.89,Tablet
322,2025-01-02,15729,776,136,6482.96,Tablet
322,2025-01-03,9668,601,118,3599.33,Desktop
322,2025-01-04,10427,272,49,2850.81,Mobile
322,2025-01-05,9011,267,42,3569.35,Tablet
322,2025-01-06,6011,137,15,2727.12,Mobile
322,2025-01-07,14162,303,28,4140.93,Tablet
322,2025-01-08,10685,799,43,14836.37,Mobile
322,2025-01-09,12803,445,70,6933.78,Tablet
322,2025-01-10,13024,609,62,4182.13,Desktop
322,2025-01-11,15644,1216,217,9993.08,Desktop
322,2025-01-12,16912,496,32,7037.18,Desktop
322,2025-01-13,11830,775,119,10360.58,Tablet
322,2025-01-14,12951,485,65,8478.82,Mobile
322,2025-01-15,18645,1193,102,16423.86,Tablet
322,2025-01-16,8220,510,45,4644.59,Mobile
322,2025-01-17,17304,600,32,4507.29,Mobile
322,2025-01-18,18747,1094,199,6559.84,Mobile
322,2025-01-19,14184,822,52,13257.79,Desktop
322,2025-01-20,12674,489,61,5693.6,Tablet
322,2025-01-21,13034,519,58,10067.74,Mobile
322,2025-01-22,14797,842,126,10212.29,Tablet
322,2025-01-23,18928,524,85,6240.97,Tablet
322,2025-01-24,8818,450,29,7483.14,Mobile
322,2025-01-25,9153,649,42,10695.09,Desktop
322,2025-01-26,18977,459,29,8785.14,Tablet
322,2025-01-27,9494,321,59,4680.72,Tablet
322,2025-01-28,17301,561,45,7591.9,Desktop
322,2025-01-29,13740,297,26,3640.99,Mobile
322,2025-01-30,12098,600,112,4619.63,Desktop
323,2025-01-01,13234,955,122,18395.01,Desktop
323,2025-01-02,19823,1477,164,10308.55,Tablet
323,2025-01-03,7773,347,37,3159.13,Tablet
323,2025-01-04,19494,1046,137,14983.58,Tablet
323,2025-01-05,16540,982,145,6931.9,Desktop
323,2025-01-06,13771,677,68,11119.05,Tablet
323,2025-01-07,9766,590,117,3395.25,Tablet
323,2025-01-08,10555,525,86,3753.32,Desktop
323,2025-01-09,10562,502,66,8563.05,Desktop
323,2025-01-10,19226,1359,256,13294.87,Tablet
323,2025-01-11,10451,308,48,2835.45,Mobile
323,2025-01-12,10448,401,57,3273.27,Tablet
323,2025-01-13,5286,343,47,2820.95,Desktop
323,2025-01-14,19724,1215,82,7937.29,Mobile
323,2025-01-15,15280,551,56,5220.24,Mobile
323,2025-01-16,16546,663,43,6318.59,Tablet
323,2025-01-17,7751,325,46,2785.37,Tablet
323,2025-01-18,8220,468,58,4506.48,Desktop
323,2025-01-19,7645,524,29,3116.07,Tablet
323,2025-01-20,14307,471,60,5846.91,Desktop
323,2025-01-21,15203,1212,169,20359.03,Tablet
323,2025-01-22,13795,419,73,2168.96,Desktop
323,2025-01-23,17330,553,55,6567.74,Tablet
323,2025-01-24,15015,1124,152,9153.37,Tablet
323,2025-01-25,6069,226,36,2590.45,Tablet
323,2025-01-26,6708,246,42,3740.35,Tablet
323,2025-01-27,10378,710,35,9501.51,Mobile
323,2025-01-28,17342,682,125,12980.23,Desktop
323,2025-01-29,5341,413,22,6952.06,Tablet
323,2025-01-30,7130,327,55,4394.64,Mobile
324,2025-01-01,9014,381,48,7183.05,Tablet
324,2025-01-02,6855,403,55,5324.3,Tablet
324,2025-01-03,11518,744,63,7994.65,Mobile
324,2025-01-04,6042,405,79,7102.97,Mobile
324,2025-01-05,15117,457,64,9117.47,Tablet
324,2025-01-06,6929,397,25,7765.16,Desktop
324,2025-01-07,15864,974,122,5665.59,Desktop
324,2025-01-08,5026,281,48,3725.39,Tablet
324,2025-01-09,16104,673,133,10872.0,Tablet
324,2025-01-10,16305,534,58,3338.44,Mobile
324,2025-01-11,12495,745,79,5318.36,Desktop
324,2025-01-12,19309,934,101,7037.2,Desktop
324,2025-01-13,17410,987,123,8738.55,Mobile
324,2025-01-14,18569,614,89,11248.04,Mobile
324,2025-01-15,7181,205,14,4016.51,Tablet
324,2025-01-16,15364,401,53,3827.24,Desktop
324,2025-01-17,13754,997,112,5246.92,Tablet
324,2025-01-18,12388,433,29,5916.44,Desktop
324,2025-01-19,11752,333,39,6310.7,Desktop
324,2025-01-20,5386,118,12,1270.89,Desktop
324,2025-01-21,5233,248,31,3376.22,Desktop
324,2025-01-22,15049,1127,66,8668.9,Desktop
324,2025-01-23,9970,714,72,8556.33,Desktop
324,2025-01-24,17494,934,85,9770.03,Tablet
324,2025-01-25,14465,982,148,16611.6,Tablet
324,2025-01-26,18211,831,82,12606.68,Mobile
324,2025-01-27,15567,366,60,3479.55,Mobile
324,2025-01-28,6507,281,23,3753.86,Tablet
324,2025-01-29,16691,782,133,12448.94,Desktop
324,2025-01-30,14510,1142,81,14948.62,Desktop
325,2025-01-01,7708,321,22,5568.05,Tablet
325,2025-01-02,6734,489,69,8998.4,Desktop
325,2025-01-03,11635,537,65,3405.42,Mobile
325,2025-01-04,14190,475,84,3515.44,Tablet
325,2025-01-05,9014,522,85,5363.09,Mobile
325,2025-01-06,10665,339,28,5024.48,Tablet
325,2025-01-07,13349,496,83,3886.22,Tablet
325,2025-01-08,16548,1170,132,12263.35,Desktop
325,2025-01-09,12626,364,69,4987.85,Mobile
325,2025-01-10,15530,924,155,16258.28,Mobile
325,2025-01-11,17892,634,101,6855.36,Tablet
325,2025-01-12,15904,1095,68,12199.35,Tablet
325,2025-01-13,10318,754,67,13053.43,Tablet
325,2025-01-14,8465,603,108,5829.59,Desktop
325,2025-01-15,12213,244,32,3618.33,Tablet
325,2025-01-16,10050,588,66,6839.08,Tablet
325,2025-01-17,10536,690,86,5849.35,Desktop
325,2025-01-18,11648,315,23,2793.79,Tablet
325,2025-01-19,7520,271,51,4752.1,Mobile
325,2025-01-20,6760,281,14,1408.57,Tablet
325,2025-01-21,6369,163,14,1464.14,Desktop
325,2025-01-22,16156,1008,86,19431.85,Desktop
325,2025-01-23,8672,265,42,4487.77,Mobile
325,2025-01-24,9331,503,70,7261.78,Desktop
325,2025-01-25,5742,428,26,3884.22,Desktop
325,2025-01-26,16064,912,166,7817.75,Mobile
325,2025-01-27,11909,801,140,9833.84,Desktop
325,2025-01-28,5429,287,54,4207.33,Desktop
325,2025-01-29,5302,349,45,4624.55,Desktop
325,2025-01-30,5593,203,33,3936.61,Mobile
326,2025-01-01,15024,428,28,6415.46,Desktop
326,2025-01-02,9424,483,37,8322.52,Tablet
326,2025-01-03,12615,938,87,6132.52,Mobile
326,2025-01-04,7902,476,81,8925.18,Desktop
326,2025-01-05,12551,279,37,3487.56,Tablet
326,2025-01-06,15312,871,48,16649.56,Desktop
326,2025-01-07,9068,618,117,6685.0,Desktop
326,2025-01-08,18623,1026,146,10942.43,Mobile
326,2025-01-09,13591,377,20,6162.23,Mobile
326,2025-01-10,18789,476,32,3678.44,Mobile
326,2025-01-11,13370,707,72,11456.67,Mobile
326,2025-01-12,19937,1085,203,12501.73,Tablet
326,2025-01-13,16889,1030,167,11001.78,Tablet
326,2025-01-14,19528,1217,83,23124.16,Tablet
326,2025-01-15,7017,379,29,6979.8,Mobile
326,2025-01-16,7382,241,45,4055.4,Desktop
326,2025-01-17,18082,1020,61,15115.74,Desktop
326,2025-01-18,6998,312,25,5208.27,Desktop
326,2025-01-19,9348,260,51,5072.27,Tablet
326,2025-01-20,19055,1429,95,15923.48,Tablet
